sex,workclass,education,marital.status,occupation,race,relationship,capital.gain,capital.loss,hours.per.week,age,income
 Male, Private, Some-college, Never-married, Prof-specialty, White, Not-in-family,0,0,45,38, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,31, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,40,19, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,59, <=50K
 Male, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,40,36, <=50K
 Male, Local-gov, Some-college, Widowed, Prof-specialty, White, Unmarried,0,0,40,50, <=50K
 Male, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,60, <=50K
 Male, Private, Masters, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,30, >50K
 Male, Self-emp-inc, Bachelors, Never-married, Sales, White, Not-in-family,0,0,50,28, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,60,36, >50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,10,21, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Other-service, White, Husband,0,0,40,27, <=50K
 Female, Private, 12th, Never-married, Other-service, White, Own-child,0,0,20,18, <=50K
 Male, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,1485,40,44, >50K
 Male, Private, 7th-8th, Married-civ-spouse, Other-service, Black, Husband,0,0,40,56, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Black, Husband,0,0,40,51, >50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,48, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,31, <=50K
 Male, Private, Assoc-voc, Never-married, Transport-moving, White, Not-in-family,0,0,40,35, <=50K
 Male, Private, HS-grad, Divorced, Handlers-cleaners, White, Other-relative,0,0,40,35, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,36, <=50K
 Male, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Husband,0,1672,65,47, <=50K
 Male, Private, Some-college, Never-married, Other-service, White, Not-in-family,0,0,25,23, <=50K
 Female, Private, Some-college, Never-married, Sales, Black, Other-relative,0,0,20,21, <=50K
 Female, Private, Some-college, Separated, Exec-managerial, Black, Unmarried,0,0,60,49, <=50K
 Male, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,15024,0,60,51, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,46, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Husband,3137,0,45,31, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,27, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Husband,0,0,20,56, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,48, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, Black, Unmarried,0,0,40,30, <=50K
 Male, Local-gov, Bachelors, Divorced, Prof-specialty, White, Not-in-family,0,0,50,29, <=50K
 Female, Federal-gov, Masters, Never-married, Exec-managerial, White, Not-in-family,0,0,50,50, <=50K
 Male, Private, HS-grad, Never-married, Transport-moving, Black, Not-in-family,0,0,35,18, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,1902,55,37, >50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,60,51, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,47,31, <=50K
 Male, Private, Assoc-voc, Divorced, Tech-support, Black, Not-in-family,14344,0,40,29, >50K
 Male, Private, 10th, Married-civ-spouse, Craft-repair, White, Husband,0,2051,40,39, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, Black, Husband,0,0,40,48, >50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,7688,0,50,44, >50K
 Male, Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,39, <=50K
 Male, Local-gov, 11th, Never-married, Handlers-cleaners, White, Own-child,0,0,35,22, <=50K
 Female, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,27, >50K
 Male, Private, 9th, Divorced, Craft-repair, White, Not-in-family,0,0,40,42, <=50K
 Female, Private, HS-grad, Never-married, Sales, White, Own-child,0,0,33,18, <=50K
 Female, Private, Some-college, Married-spouse-absent, Sales, White, Not-in-family,0,0,25,27, <=50K
 Female, Private, 10th, Separated, Machine-op-inspct, Black, Unmarried,0,0,40,51, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,27, <=50K
 Male, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, White, Husband,0,0,50,60, <=50K
 Male, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,40,36, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Husband,0,0,60,45, >50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,52,40, >50K
 Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Husband,4386,0,40,63, >50K
 Male, Private, HS-grad, Married-spouse-absent, Transport-moving, Black, Unmarried,0,0,50,41, <=50K
 Female, Private, 12th, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,53, <=50K
 Female, Private, HS-grad, Divorced, Transport-moving, White, Unmarried,1151,0,48,34, <=50K
 Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,34, <=50K
 Female, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Wife,0,0,40,31, >50K
 Female, State-gov, Assoc-acdm, Never-married, Prof-specialty, White, Not-in-family,0,0,15,22, <=50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,49, >50K
 Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Husband,0,0,35,43, <=50K
 Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,36, >50K
 Male, Private, Bachelors, Never-married, Tech-support, White, Not-in-family,0,0,37,27, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Husband,0,1887,60,52, >50K
 Male, Private, HS-grad, Married-civ-spouse, Other-service, Black, Husband,0,0,50,29, <=50K
 Male, Private, 10th, Separated, Machine-op-inspct, White, Own-child,0,0,35,27, <=50K
 Female, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,65,42, <=50K
 Female, Self-emp-not-inc, Bachelors, Widowed, Sales, White, Unmarried,0,0,40,49, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, White, Unmarried,0,0,50,24, <=50K
 Male, Private, HS-grad, Never-married, Sales, White, Unmarried,0,0,20,22, <=50K
 Male, Self-emp-not-inc, Bachelors, Never-married, Sales, White, Unmarried,0,0,40,30, <=50K
 Male, Private, Some-college, Never-married, Other-service, White, Not-in-family,0,0,40,28, <=50K
 Male, Private, Assoc-voc, Never-married, Other-service, White, Own-child,0,0,40,20, <=50K
 Male, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,15024,0,43,45, >50K
 Female, Private, HS-grad, Divorced, Sales, White, Not-in-family,4687,0,50,39, >50K
 Male, Private, Prof-school, Never-married, Prof-specialty, White, Not-in-family,0,0,66,43, <=50K
 Female, Private, HS-grad, Never-married, Sales, White, Own-child,0,0,20,18, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,53, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,20,74, >50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,48,39, >50K
 Male, Private, 10th, Never-married, Prof-specialty, White, Other-relative,0,0,40,33, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,42,49, >50K
 Male, Private, 10th, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,35,21, <=50K
 Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,65, <=50K
 Male, Private, HS-grad, Never-married, Craft-repair, White, Not-in-family,0,1564,50,39, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Sales, White, Husband,0,0,25,49, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,40,20, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,7298,0,44,47, >50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,46, <=50K
 Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Husband,7298,0,32,29, >50K
 Female, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, White, Unmarried,0,0,16,61, <=50K
 Female, Private, Some-college, Divorced, Exec-managerial, White, Not-in-family,0,0,38,48, <=50K
 Male, Private, 9th, Divorced, Craft-repair, White, Not-in-family,0,0,40,44, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Husband,0,0,60,37, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,1740,50,45, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,51, >50K
 Female, Local-gov, Bachelors, Never-married, Exec-managerial, White, Not-in-family,0,0,50,33, <=50K
 Female, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,8,55, <=50K
 Female, Private, Some-college, Married-civ-spouse, Other-service, White, Wife,0,0,60,25, <=50K
 Male, Private, HS-grad, Divorced, Farming-fishing, Asian-Pac-Islander, Not-in-family,0,0,40,26, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,54, >50K
 Female, Private, HS-grad, Never-married, Sales, White, Not-in-family,0,0,33,38, <=50K
 Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Wife,0,1977,20,39, >50K
 Male, State-gov, Some-college, Never-married, Prof-specialty, White, Own-child,0,0,40,20, <=50K
 Female, Private, HS-grad, Divorced, Adm-clerical, White, Not-in-family,0,0,40,30, <=50K
 Male, Federal-gov, HS-grad, Divorced, Adm-clerical, Other, Not-in-family,0,0,45,29, <=50K
 Female, Private, HS-grad, Divorced, Handlers-cleaners, White, Not-in-family,0,0,40,42, <=50K
 Male, Private, Assoc-acdm, Never-married, Adm-clerical, White, Not-in-family,0,0,40,24, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,50,36, >50K
 Male, Private, Masters, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Husband,0,0,50,60, >50K
 Male, Private, HS-grad, Divorced, Farming-fishing, White, Not-in-family,0,0,44,42, <=50K
 Male, Private, 10th, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,42, <=50K
 Female, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, White, Not-in-family,0,0,40,46, <=50K
 Female, State-gov, Masters, Married-spouse-absent, Exec-managerial, White, Unmarried,4787,0,44,52, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Husband,0,0,20,27, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, Black, Unmarried,0,0,35,43, <=50K
 Female, State-gov, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,40,43, <=50K
 Male, Private, 11th, Divorced, Craft-repair, White, Own-child,0,0,40,27, <=50K
 Male, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White, Husband,7298,0,60,52, >50K
 Male, Private, Some-college, Married-civ-spouse, Transport-moving, White, Husband,0,0,50,31, <=50K
 Female, Private, 7th-8th, Divorced, Prof-specialty, Black, Unmarried,0,0,30,38, <=50K
 Female, Private, 9th, Never-married, Other-service, Black, Unmarried,0,0,40,44, <=50K
 Female, Private, Some-college, Divorced, Prof-specialty, White, Own-child,0,0,40,27, <=50K
 Male, Private, Some-college, Divorced, Exec-managerial, White, Not-in-family,0,0,40,50, <=50K
 Female, Private, Some-college, Never-married, Tech-support, White, Not-in-family,0,0,40,23, <=50K
 Female, Private, Some-college, Never-married, Adm-clerical, Black, Unmarried,0,0,30,22, <=50K
 Female, State-gov, Some-college, Never-married, Exec-managerial, White, Unmarried,0,0,40,36, <=50K
 Female, Private, Bachelors, Never-married, Tech-support, White, Not-in-family,3674,0,40,24, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,59, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Husband,0,0,50,39, >50K
 Male, Private, Bachelors, Never-married, Exec-managerial, White, Own-child,0,0,40,23, <=50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,1340,42,37, <=50K
 Female, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Own-child,0,0,38,25, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Wife,0,1628,45,40, <=50K
 Male, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,7688,0,60,38, >50K
 Male, Private, HS-grad, Married-civ-spouse, Other-service, White, Husband,0,0,35,31, <=50K
 Female, Local-gov, Doctorate, Divorced, Prof-specialty, White, Not-in-family,0,0,40,28, <=50K
 Male, Private, HS-grad, Never-married, Sales, Black, Unmarried,0,0,25,24, <=50K
 Male, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Husband,0,1887,50,46, >50K
 Female, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Wife,0,0,40,29, <=50K
 Male, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,38, >50K
 Female, Private, Some-college, Separated, Exec-managerial, Black, Unmarried,0,0,40,53, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Tech-support, White, Wife,0,1902,40,33, >50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Husband,0,0,60,39, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,48,44, <=50K
 Male, Private, Bachelors, Divorced, Prof-specialty, White, Not-in-family,0,0,45,46, >50K
 Male, Private, Bachelors, Never-married, Sales, White, Own-child,0,0,40,30, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,24, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Own-child,0,0,40,29, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,70,62, <=50K
 Male, Private, HS-grad, Married-spouse-absent, Exec-managerial, White, Not-in-family,0,0,45,25, <=50K
 Male, Private, Some-college, Never-married, Other-service, White, Not-in-family,0,0,40,45, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, White, Own-child,0,0,40,21, <=50K
 Male, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, White, Husband,0,0,40,64, >50K
 Male, Private, Bachelors, Divorced, Tech-support, White, Not-in-family,0,0,40,39, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,40,60, <=50K
 Male, Private, HS-grad, Never-married, Tech-support, White, Not-in-family,0,0,40,35, <=50K
 Male, Private, Bachelors, Never-married, Tech-support, White, Not-in-family,0,0,40,27, <=50K
 Male, Private, HS-grad, Divorced, Craft-repair, White, Own-child,0,0,40,41, <=50K
 Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,32, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,24, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,32, >50K
 Male, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,42, >50K
 Female, Private, Masters, Widowed, Sales, White, Not-in-family,0,0,27,58, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,1887,50,23, >50K
 Male, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo, Husband,0,0,40,31, <=50K
 Female, Private, Bachelors, Never-married, Exec-managerial, Black, Unmarried,0,0,45,28, <=50K
 Female, Private, Some-college, Widowed, Prof-specialty, Black, Unmarried,0,0,20,41, <=50K
 Female, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,16,37, >50K
 Male, Private, HS-grad, Never-married, Sales, White, Own-child,0,0,38,19, <=50K
 Female, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,20,27, <=50K
 Male, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, White, Husband,0,0,58,61, >50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,39, >50K
 Male, Private, Bachelors, Never-married, Handlers-cleaners, Black, Unmarried,0,0,40,25, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,58, >50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Other, Other-relative,0,0,50,27, >50K
 Male, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Black, Husband,0,0,52,51, <=50K
 Male, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Husband,15024,0,40,43, >50K
 Female, Private, HS-grad, Divorced, Adm-clerical, White, Unmarried,0,0,40,46, <=50K
 Male, Private, 5th-6th, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,67, <=50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,40,50, <=50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Own-child,0,0,15,20, <=50K
 Female, Private, Bachelors, Widowed, Prof-specialty, White, Unmarried,0,0,32,35, >50K
 Male, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,40,57, <=50K
 Female, Private, Prof-school, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Other-relative,0,0,40,40, <=50K
 Male, Local-gov, 10th, Never-married, Farming-fishing, White, Unmarried,0,0,35,42, <=50K
 Male, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,67, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Husband,7688,0,44,47, >50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Not-in-family,0,0,50,30, <=50K
 Female, Private, 11th, Never-married, Machine-op-inspct, White, Unmarried,0,0,15,26, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,51, <=50K
 Female, Private, Some-college, Widowed, Other-service, Black, Other-relative,0,0,45,38, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Own-child,0,0,35,24, <=50K
 Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Wife,0,0,50,48, <=50K
 Female, State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Own-child,5178,0,25,34, >50K
 Male, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Husband,6418,0,40,70, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,35, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,2,61, >50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,26, >50K
 Male, Private, HS-grad, Never-married, Exec-managerial, White, Not-in-family,0,0,3,64, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Unmarried,0,0,35,26, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,30,39, <=50K
 Female, Private, Some-college, Never-married, Adm-clerical, White, Own-child,0,0,36,55, <=50K
 Male, Private, Some-college, Never-married, Exec-managerial, White, Not-in-family,0,0,45,23, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,33, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,55,31, >50K
 Male, Local-gov, HS-grad, Never-married, Adm-clerical, White, Other-relative,0,0,20,28, <=50K
 Male, Private, Masters, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,30,50, <=50K
 Female, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,55,26, >50K
 Female, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Black, Not-in-family,0,1741,40,44, <=50K
 Male, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Not-in-family,0,0,40,51, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Other-service, White, Husband,0,0,50,34, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,7688,0,39,37, >50K
 Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,29, >50K
 Male, Private, Bachelors, Never-married, Prof-specialty, Black, Not-in-family,0,0,40,24, <=50K
 Female, Private, Assoc-voc, Divorced, Adm-clerical, White, Unmarried,0,0,40,27, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,44, <=50K
 Male, Private, HS-grad, Never-married, Machine-op-inspct, White, Not-in-family,0,0,40,24, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,55,54, >50K
 Female, Private, Some-college, Separated, Adm-clerical, White, Unmarried,0,0,50,47, >50K
 Male, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,30,30, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Not-in-family,0,0,40,35, <=50K
 Male, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Black, Husband,0,0,40,39, <=50K
 Female, Private, Assoc-acdm, Separated, Adm-clerical, Black, Unmarried,0,0,40,42, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,2377,50,70, >50K
 Male, Private, Prof-school, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Husband,0,0,40,41, <=50K
 Female, Private, HS-grad, Never-married, Exec-managerial, White, Not-in-family,0,0,38,36, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,42,44, >50K
 Male, Private, HS-grad, Separated, Prof-specialty, White, Unmarried,0,0,40,42, <=50K
 Female, Private, Some-college, Never-married, Transport-moving, White, Own-child,0,0,17,20, <=50K
 Male, Private, 10th, Never-married, Prof-specialty, White, Not-in-family,0,0,40,29, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Tech-support, White, Wife,0,0,40,27, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,40,30, >50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Husband,0,1579,60,59, <=50K
 Female, Private, Bachelors, Never-married, Other-service, White, Not-in-family,0,0,25,31, <=50K
 Male, Private, HS-grad, Never-married, Other-service, White, Other-relative,0,0,40,21, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Unmarried,0,0,37,26, <=50K
 Male, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,45,57, >50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,20,59, >50K
 Male, Private, HS-grad, Widowed, Prof-specialty, White, Not-in-family,0,0,2,87, <=50K
 Male, Private, Some-college, Never-married, Transport-moving, White, Not-in-family,0,0,55,25, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,7688,0,45,39, >50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,3103,0,40,53, >50K
 Female, State-gov, HS-grad, Never-married, Adm-clerical, White, Not-in-family,0,0,40,32, <=50K
 Male, Private, 11th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,38, <=50K
 Female, Private, Assoc-voc, Never-married, Adm-clerical, Black, Unmarried,0,0,35,21, <=50K
 Male, Private, 11th, Never-married, Handlers-cleaners, White, Own-child,0,0,30,17, <=50K
 Female, Private, 11th, Never-married, Machine-op-inspct, Black, Unmarried,0,0,40,44, <=50K
 Male, Private, Some-college, Never-married, Handlers-cleaners, White, Own-child,0,0,20,23, <=50K
 Female, Private, Some-college, Married-civ-spouse, Craft-repair, White, Wife,9386,0,40,57, >50K
 Male, State-gov, 11th, Married-civ-spouse, Transport-moving, White, Husband,0,0,40,30, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Husband,0,0,55,51, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,35,54, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Not-in-family,0,0,40,44, <=50K
 Male, Private, Some-college, Married-civ-spouse, Protective-serv, White, Husband,0,0,16,60, >50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,7298,0,42,28, >50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,50,39, >50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,55, >50K
 Female, Private, Masters, Married-civ-spouse, Prof-specialty, White, Wife,0,0,50,36, >50K
 Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Wife,3103,0,45,55, >50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,55,33, >50K
 Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Wife,7298,0,40,30, >50K
 Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,20,40, <=50K
 Male, Private, Masters, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,30, >50K
 Male, Private, Some-college, Divorced, Tech-support, White, Not-in-family,0,0,30,40, >50K
 Female, Private, HS-grad, Never-married, Transport-moving, White, Not-in-family,0,0,50,24, <=50K
 Male, Private, 11th, Never-married, Sales, White, Own-child,0,0,20,18, <=50K
 Female, Private, HS-grad, Never-married, Handlers-cleaners, White, Own-child,0,0,25,18, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,45,49, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,50,42, <=50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Husband,0,0,40,28, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,32, <=50K
 Female, Self-emp-not-inc, Some-college, Separated, Sales, White, Unmarried,0,0,50,48, <=50K
 Female, Private, 7th-8th, Never-married, Priv-house-serv, White, Own-child,0,0,32,24, <=50K
 Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Wife,0,0,25,73, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, Black, Husband,7298,0,40,35, >50K
 Male, Private, Some-college, Married-civ-spouse, Transport-moving, White, Husband,0,0,60,23, >50K
 Female, Private, Some-college, Never-married, Priv-house-serv, White, Not-in-family,0,0,40,19, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,35,27, <=50K
 Male, Private, 12th, Never-married, Other-service, White, Not-in-family,0,0,40,27, <=50K
